GeneID	S1768_HCT116wt_normDMSO	S1756_HCT116wt_normDMSO	S1774_HCT116wt_hypoxDMSO	S1762_HCT116wt_hypoxDMSO	S1771_HCT116wt_norm3MB	S1759_HCT116wt_norm3MB	S1777_HCT116wt_hypox3MB	S1765_HCT116wt_hypox3MB	S1769_HCT116cdk8as_normDMSO	S1757_HCT116cdk8as_normDMSO	S1775_HCT116cdk8as_hypoxDMSO	S1763_HCT116cdk8as_hypoxDMSO	S1772_HCT116cdk8as_norm3MB	S1760_HCT116cdk8as_norm3MB	S1778_HCT116cdk8as_hypox3MB	S1766_HCT116cdk8as_hypox3MB
LOC100505878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100505887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100505912	32	15	8	4	18	1	9	17	14	15	5	14	9	18	34	6
LOC100505918	5	10	1	0	2	5	0	1	1	1	0	0	0	1	2	0
LOC100505921	2	1	0	0	1	1	1	2	1	2	0	0	0	1	1	4
LOC100505942	12	2	10	3	8	2	6	6	3	1	5	1	1	5	6	3
LOC100505978	1	1	2	1	2	0	1	1	0	3	0	0	0	5	0	0
LOC100505984	1	0	0	1	1	1	0	0	0	0	0	1	0	0	2	0
LOC100506022	11	12	6	6	21	6	13	6	6	12	0	0	11	17	2	7
LOC100506023	23	22	30	19	19	11	26	21	26	7	10	21	14	17	33	46
LOC100506071	3	2	0	5	3	1	11	6	2	0	0	0	0	2	0	0
LOC100506076	7	7	2	3	5	1	2	5	11	8	4	4	7	5	9	10
LOC100506082	13	6	3	1	13	4	1	9	5	5	4	15	1	8	3	1
LOC100506083	28	15	23	8	19	13	20	18	35	22	8	23	28	24	13	16
LOC100506085	0	0	0	0	0	0	0	0	0	1	0	3	3	1	0	1
LOC100506100	1114	449	549	481	684	259	558	601	473	439	319	375	428	411	566	414
LOC100506122	1	0	0	1	0	0	0	2	1	0	0	0	0	0	1	0
LOC100506123	24	20	9	9	25	1	11	15	29	17	7	9	28	32	31	28
LOC100506124	41	21	45	52	64	7	57	76	20	34	37	47	36	60	99	51
LOC100506125	19	15	8	6	27	7	15	21	11	8	1	5	17	15	17	9
LOC100506127	84	87	72	78	137	56	113	130	72	81	13	24	109	91	82	48
LOC100506136	40	17	20	12	8	4	11	16	19	17	13	11	17	19	15	25
LOC100506142	0	0	1	0	0	0	0	0	0	2	0	0	0	3	0	0
LOC100506159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506172	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC100506175	0	2	0	0	1	0	0	2	2	0	0	0	4	1	0	0
LOC100506178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC100506188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506207	25	24	6	17	14	4	40	15	18	7	10	7	20	19	23	11
LOC100506258	8	8	3	9	3	8	23	15	5	6	2	8	11	16	11	18
LOC100506271	41	23	40	54	52	10	74	66	20	12	22	23	33	32	35	33
LOC100506272	0	0	13	3	0	0	3	4	2	0	14	9	1	0	4	10
LOC100506274	1	1	4	0	0	0	0	1	0	2	1	0	0	1	2	4
LOC100506281	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
LOC100506299	29	19	41	55	39	6	79	72	16	21	21	28	20	32	18	73
LOC100506314	131	48	77	64	92	34	83	122	89	63	55	70	76	70	130	103
LOC100506321	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC100506325	108	49	21	34	71	34	36	32	57	38	6	8	62	56	26	28
LOC100506368	4	2	2	1	3	0	7	2	0	2	0	1	1	2	3	5
LOC100506371	0	2	0	1	0	1	1	3	0	0	0	1	2	2	6	0
LOC100506384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506385	33	11	35	6	19	9	27	6	8	7	1	4	5	13	28	17
LOC100506388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506393	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506403	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC100506406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC100506422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC100506457	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
LOC100506469	327	411	140	116	439	167	221	181	446	460	67	121	418	454	253	182
LOC100506470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506472	74	75	49	74	127	59	74	78	71	63	44	20	39	68	58	69
LOC100506474	0	0	0	0	1	0	1	0	0	0	0	3	1	0	0	13
LOC100506476	25	17	11	6	15	15	11	32	11	11	4	2	20	22	10	53
LOC100506497	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0
LOC100506499	8	6	0	10	4	5	4	8	14	3	3	3	8	8	4	1
LOC100506526	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506548	2824	1490	2751	2723	2704	936	3922	3881	2377	1886	2511	3352	2197	2219	4893	4068
LOC100506551	1	0	0	1	0	0	1	1	1	1	0	4	0	1	0	0
LOC100506585	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0
LOC100506603	263	260	132	118	368	90	184	159	298	281	82	188	255	264	196	138
LOC100506606	9	14	15	21	9	5	8	14	9	5	0	8	14	14	16	4
LOC100506639	78	51	60	69	86	33	106	112	62	66	39	15	62	57	62	75
LOC100506655	0	0	1	0	0	0	2	0	2	1	0	0	0	3	3	0
LOC100506674	41	41	48	65	77	23	63	77	72	46	52	108	58	39	146	106
LOC100506675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506682	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
LOC100506688	19	9	1	3	20	5	15	8	14	3	0	0	5	5	7	6
LOC100506700	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
LOC100506710	2431	1614	2676	2919	2284	862	2987	3332	2026	1739	1892	2427	1676	1739	3310	2913
LOC100506713	38	19	30	21	43	19	36	25	36	32	47	25	31	52	53	36
LOC100506725	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC100506730	101	76	72	109	141	37	138	130	134	91	46	61	107	85	140	111
LOC100506746	26	17	22	24	39	8	32	30	23	23	10	8	14	15	31	14
LOC100506747	5	3	0	0	6	4	1	2	1	2	0	0	3	1	0	2
LOC100506787	1	1	0	0	1	1	1	4	0	0	1	0	0	1	0	0
LOC100506790	0	1	0	1	0	0	0	0	2	0	1	0	0	0	0	0
LOC100506801	3	3	13	13	6	1	24	8	1	0	5	1	0	4	11	1
LOC100506804	12	11	6	7	22	16	10	16	14	15	3	3	16	22	23	10
LOC100506834	1	2	1	0	0	1	0	0	1	2	2	0	0	0	1	1
LOC100506844	98	50	49	45	84	42	45	96	8	8	5	1	7	20	9	21
LOC100506858	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
LOC100506860	735	379	767	796	473	188	934	870	284	272	412	398	173	197	601	370
LOC100506895	2	5	0	0	0	0	1	0	0	1	3	0	0	1	0	0
LOC100506985	7	0	0	9	5	1	16	5	1	2	0	21	0	5	6	6
LOC100506990	57	35	57	58	60	13	62	47	31	30	15	29	36	38	65	53
LOC100507002	227	115	79	91	166	55	111	104	69	75	20	46	42	65	66	76
LOC100507006	6	4	3	1	4	1	3	19	1	1	1	0	1	6	2	4
LOC100507053	128	105	179	164	98	48	129	220	123	103	110	214	150	154	326	201
LOC100507065	189	115	85	58	157	43	85	83	292	221	183	191	204	180	326	293
LOC100507073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507091	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0
LOC100507140	3	1	8	4	3	0	9	6	3	2	5	5	0	2	4	8
LOC100507144	15	2	0	1	11	4	4	3	4	6	0	1	4	7	3	1
LOC100507156	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
LOC100507175	0	0	0	2	1	0	0	0	1	1	0	0	0	0	0	0
LOC100507194	15	6	8	13	31	13	19	13	23	20	2	9	41	42	22	26
LOC100507195	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
LOC100507201	1	5	1	1	0	0	3	1	0	0	0	0	0	1	0	2
LOC100507205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507217	1522	1039	1441	1235	1207	464	1208	1333	747	781	990	974	601	609	1067	942
LOC100507250	58	12	32	18	25	12	26	33	29	17	20	4	13	21	41	13
LOC100507283	29	15	5	10	17	8	29	19	10	6	3	0	16	16	16	15
LOC100507334	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC100507346	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507351	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
LOC100507373	18	23	27	26	26	8	50	41	25	15	27	79	30	25	56	58
LOC100507377	10	2	25	5	8	4	1	14	6	1	0	5	7	7	18	8
LOC100507384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507387	4	0	0	0	0	0	0	1	1	0	0	0	1	0	3	1
LOC100507389	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC100507391	3	6	3	14	3	1	6	9	3	2	0	1	4	1	4	5
LOC100507412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507424	84	97	96	66	93	28	101	113	61	74	41	66	51	45	81	66
LOC100507443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507459	163	102	133	166	108	43	183	188	102	55	80	82	62	77	215	111
LOC100507462	60	41	30	28	44	12	58	47	43	30	22	19	44	29	42	39
LOC100507468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507472	46	5	13	10	7	9	33	35	13	9	2	4	9	8	17	19
LOC100507501	54	53	81	112	129	53	130	153	57	65	76	49	73	70	150	102
LOC100507506	13	2	0	2	3	1	2	8	4	1	0	0	0	7	2	1
LOC100507534	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0
LOC100507537	0	0	10	2	1	0	0	0	1	0	0	1	1	0	0	2
LOC100507540	42	15	45	33	37	7	49	54	47	27	20	16	34	36	63	46
LOC100507547	99	102	162	205	178	75	243	298	130	121	156	141	150	190	294	297
LOC100507557	7	9	18	13	12	9	25	24	5	8	5	4	10	17	25	11
LOC100507564	38	13	23	15	18	12	15	17	18	18	7	4	22	12	24	23
LOC100507577	119	109	108	108	139	55	189	199	106	82	67	71	87	98	195	97
LOC100507600	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
LOC100507634	6	13	4	16	43	5	4	17	28	13	7	1	11	14	13	8
LOC100507642	5	13	11	11	7	2	14	23	0	2	5	3	1	4	15	9
LOC100507651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507661	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	0
LOC100508046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100630918	109	95	67	110	106	32	82	110	105	62	39	68	70	96	152	98
LOC100630923	5	8	23	14	3	1	12	11	8	1	7	3	11	6	11	4
LOC100631378	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0
LOC100652758	34	31	15	11	30	12	32	32	30	35	12	3	23	24	30	21
LOC100652768	25	47	3	23	25	23	15	12	21	20	2	6	11	11	12	2
LOC100652770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100652824	1	1	0	1	2	1	1	1	0	0	0	1	0	3	2	0
LOC100652931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100652999	0	1	0	1	0	2	1	2	0	0	0	0	0	0	2	0
LOC100653515	5	5	23	3	4	4	14	11	7	3	2	2	4	4	13	17
LOC100862671	286	274	631	545	380	133	459	474	325	297	692	818	210	224	621	511
LOC100996249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996251	2	1	1	3	1	0	12	0	0	1	0	0	2	0	1	0
LOC100996255	23	15	38	30	13	12	27	31	8	8	12	20	16	15	41	18
LOC100996266	2	3	8	3	0	0	0	6	2	0	2	10	0	0	8	2
LOC100996291	1	0	2	2	0	0	0	1	0	0	2	0	1	2	0	0
LOC100996324	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC100996325	3	3	1	3	1	4	4	3	0	3	1	0	1	4	1	1
LOC100996342	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0
LOC100996349	5	3	1	2	0	0	5	1	5	1	1	2	0	5	1	1
LOC100996351	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3
LOC100996385	91	34	122	90	86	18	110	82	33	18	100	75	32	16	79	45
LOC100996437	26	41	10	12	35	16	19	14	27	23	12	30	15	7	41	26
LOC100996447	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996455	33	22	11	19	33	7	35	56	14	12	4	0	11	15	14	15
LOC100996579	518	294	199	175	306	132	212	216	323	367	178	146	218	312	259	216
LOC100996590	1	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0
LOC100996609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996634	8	4	0	5	2	0	2	0	3	3	4	2	2	2	2	0
LOC100996635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996654	0	3	0	5	4	1	0	4	0	0	0	0	1	1	2	1
LOC100996669	0	0	0	0	5	1	0	1	0	1	0	0	0	0	0	0
LOC100996671	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC100996679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996693	41	23	62	49	29	15	38	31	11	20	19	33	10	14	49	50
LOC100996758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100996876	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101054525	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101059948	8	21	32	37	30	14	43	53	15	6	6	6	23	14	21	16
LOC101060004	2	1	0	0	0	7	1	1	0	0	0	0	0	1	0	1
LOC101060019	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101060091	1	0	5	13	2	0	8	4	4	0	6	2	4	5	16	13
LOC101060211	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
LOC101060321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101060351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101060376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101060385	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101060389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101060524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101060542	135	68	27	27	80	40	65	60	177	114	15	42	129	137	65	67
LOC101060553	4	8	2	0	5	3	0	1	35	2	3	1	1	6	0	0
LOC101241902	7	5	0	3	3	0	0	2	7	1	0	0	0	1	2	1
LOC101243545	4	1	0	1	1	0	8	3	3	3	0	5	4	1	1	0
LOC101409256	50	24	17	25	21	15	23	21	26	32	27	19	10	16	18	31
LOC101448202	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC101559451	39	26	12	18	43	7	19	30	25	33	8	9	31	42	21	34
LOC101593348	7	3	2	5	0	1	0	11	1	3	0	1	4	2	1	2
LOC101805491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101926888	69	37	17	28	39	12	36	41	17	27	7	9	25	25	38	26
LOC101926889	2	1	1	2	1	1	0	0	1	1	0	0	1	3	5	2
LOC101926892	3	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
LOC101926895	6	5	7	5	6	2	10	4	12	5	2	22	5	5	5	4
LOC101926896	0	1	1	0	6	0	0	0	2	1	2	0	6	5	1	3
LOC101926897	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101926905	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC101926908	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
LOC101926911	60	20	10	23	46	23	34	26	55	25	14	23	38	29	47	22
LOC101926913	2	0	2	2	3	1	8	5	0	3	2	0	1	3	5	3
LOC101926924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
LOC101926928	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
LOC101926933	0	0	2	4	4	3	4	6	4	0	1	1	1	3	5	19
LOC101926935	0	1	3	7	0	1	1	4	0	1	0	1	2	2	1	2
LOC101926940	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
LOC101926942	2	0	0	0	2	0	0	0	2	3	7	0	0	2	0	0
LOC101926943	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101926944	4	1	0	0	0	0	0	3	0	1	3	1	0	4	1	2
LOC101926950	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC101926955	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
LOC101926960	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
LOC101926962	1	0	0	0	1	1	0	0	0	1	0	2	0	0	0	2
LOC101926963	0	0	0	1	1	0	0	1	0	1	0	0	0	1	1	1
LOC101926964	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0
LOC101926966	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0
LOC101926975	30	24	108	48	61	13	107	89	14	7	27	43	10	20	49	28
LOC101926987	2	1	2	5	4	2	0	3	1	1	1	50	4	5	5	0
LOC101926996	71	86	121	110	161	41	180	167	63	80	47	63	74	53	107	137
LOC101927015	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC101927018	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0
LOC101927021	484	265	108	154	322	181	185	203	290	266	105	90	341	289	223	165
LOC101927023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927027	237	135	133	88	245	72	186	153	174	112	47	59	128	107	165	107
LOC101927040	9	2	0	6	5	3	3	3	6	6	0	0	2	6	8	2
LOC101927043	13	7	6	7	13	4	37	11	5	4	2	0	4	4	5	12
LOC101927045	140	107	66	92	200	72	145	147	148	121	46	65	105	157	140	118
LOC101927048	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
LOC101927051	0	0	0	6	0	0	2	48	3	1	0	1	3	0	4	7
LOC101927053	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
LOC101927058	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101927062	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC101927069	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC101927079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927081	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
LOC101927087	2	0	0	0	3	1	0	1	0	2	0	0	0	2	0	0
LOC101927100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101927102	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC101927112	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC101927117	0	2	0	1	2	0	1	2	1	0	1	1	0	2	1	4
LOC101927120	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0
LOC101927123	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC101927124	3	1	1	0	2	0	5	1	1	5	0	1	2	1	0	0
LOC101927129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101927131	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0
LOC101927132	0	0	0	5	2	0	1	0	0	1	0	0	0	2	1	2
LOC101927134	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
LOC101927136	6	2	6	5	12	1	1	2	5	8	38	8	22	15	4	7
LOC101927142	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927143	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1
LOC101927150	1	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0
LOC101927151	191	128	127	151	212	60	163	185	211	174	133	108	168	145	179	135
LOC101927153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927164	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0
LOC101927166	5	2	11	10	6	7	4	5	3	5	0	8	0	1	1	0
LOC101927178	2	0	4	1	3	0	2	4	1	0	4	1	1	5	2	1
LOC101927181	27	50	10	17	52	14	24	47	28	35	13	8	28	22	13	11
LOC101927190	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
LOC101927196	3	2	0	2	0	0	1	0	1	0	0	0	4	4	0	1
LOC101927204	90	53	37	68	69	68	74	95	59	42	6	26	60	53	40	67
LOC101927207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101927211	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0
LOC101927217	0	4	9	9	6	2	0	3	5	1	3	4	0	4	11	17
LOC101927229	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927230	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101927237	1	0	0	2	0	0	0	4	0	0	0	0	0	0	0	2
LOC101927239	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
LOC101927242	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
LOC101927243	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC101927248	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
LOC101927257	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1
LOC101927267	20	9	29	10	27	10	12	19	5	3	6	5	2	7	4	0
LOC101927269	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927272	0	1	4	0	5	2	0	2	3	1	0	0	0	0	2	0
LOC101927273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927274	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
LOC101927275	30	17	17	19	9	5	14	20	18	10	4	8	15	9	22	17
LOC101927280	0	0	0	0	1	2	0	0	0	3	0	0	0	0	0	1
LOC101927282	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
LOC101927284	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0
LOC101927285	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0
LOC101927286	0	0	0	0	0	0	0	1	3	1	13	0	8	2	2	12
LOC101927292	0	0	1	1	0	1	0	0	0	3	0	0	0	0	0	0
LOC101927310	0	0	0	1	0	0	0	0	0	4	1	1	1	3	5	3
LOC101927311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927314	1	1	5	2	4	1	13	4	4	4	2	0	5	3	10	4
LOC101927318	2	1	0	3	0	0	0	0	1	0	0	0	0	2	0	1
LOC101927322	8	14	10	3	31	2	8	7	4	3	1	1	5	4	8	4
LOC101927323	5	4	4	7	5	14	16	2	7	3	1	4	8	5	15	5
LOC101927332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927348	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927354	0	2	1	3	2	1	3	1	1	3	2	2	1	1	3	2
LOC101927356	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0
LOC101927364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927378	1	1	1	1	2	0	0	1	0	0	0	2	0	2	1	0
LOC101927379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927391	14	25	17	19	18	10	34	29	17	14	11	10	5	12	17	9
LOC101927394	0	0	10	3	0	0	1	2	2	1	0	0	1	3	2	4
LOC101927406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC101927410	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC101927411	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0
LOC101927415	9	12	5	17	14	16	22	14	26	7	12	10	9	15	28	22
LOC101927418	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC101927421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927431	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0
LOC101927437	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC101927438	0	1	1	0	3	0	2	0	1	1	0	0	0	0	2	0
LOC101927446	0	0	2	1	0	0	2	0	0	1	0	2	0	0	1	0
LOC101927450	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
LOC101927457	4	0	0	0	5	0	0	2	1	4	0	0	4	4	2	1
LOC101927460	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC101927464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927468	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101927476	2	8	27	22	11	6	14	35	8	10	16	13	7	12	31	40
LOC101927478	1	0	0	1	1	0	2	3	0	1	5	0	0	1	0	0
LOC101927482	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101927488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927492	2	4	8	10	3	1	12	10	3	4	1	0	2	7	3	3
LOC101927495	0	0	0	1	2	1	1	0	1	1	1	0	2	1	1	0
LOC101927497	5	1	2	4	2	2	2	2	7	2	3	10	0	1	12	2
LOC101927501	7	11	1	4	9	6	3	3	36	25	6	7	16	30	10	19
LOC101927502	0	0	3	0	2	0	1	1	0	2	1	1	0	4	3	1
LOC101927524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927526	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC101927539	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1
LOC101927550	26	34	10	37	49	14	40	41	51	39	7	19	21	33	18	21
LOC101927557	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
LOC101927560	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC101927571	0	1	0	0	0	0	2	0	2	3	0	2	0	2	6	0
LOC101927572	73	39	23	26	64	16	50	43	42	55	33	37	39	48	49	60
LOC101927575	2	0	0	5	0	0	0	0	0	1	0	1	0	1	0	1
LOC101927577	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	1
LOC101927580	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC101927583	0	1	0	3	1	0	0	1	1	0	0	0	1	0	0	0
LOC101927587	0	0	1	0	0	0	2	0	0	0	0	0	0	1	1	1
LOC101927592	44	17	68	91	60	25	90	99	26	18	60	99	15	24	84	54
LOC101927599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927604	6	3	0	3	2	3	1	6	1	4	0	1	3	4	1	2
LOC101927616	0	1	1	1	2	0	0	2	0	1	0	1	3	1	1	1
LOC101927619	0	1	0	0	0	0	0	6	0	1	0	0	1	1	1	0
LOC101927620	3	1	0	1	0	2	1	2	1	0	0	0	1	1	0	0
LOC101927621	17	8	28	9	19	3	10	21	10	9	7	7	52	16	22	14
LOC101927623	2	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0
LOC101927630	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
LOC101927631	8	3	4	2	9	3	3	5	6	7	1	1	5	2	1	1
